Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,64.0,63.13999938964844,63.849998474121094,63.34000015258789,13163700.0,58.61505126953125
2020-01-03,63.33000183105469,62.54999923706055,62.61000061035156,62.779998779296875,12984600.0,58.09681701660156
2020-01-06,63.2400016784668,62.66999816894531,62.900001525878906,62.97999954223633,11311400.0,58.281898498535156
2020-01-07,64.18000030517578,62.77000045776367,62.84000015258789,63.93000030517578,15551700.0,59.16103744506836
2020-01-08,64.61000061035156,63.86000061035156,64.05000305175781,63.86000061035156,18527000.0,59.096256256103516
2020-01-09,65.77999877929688,64.12000274658203,64.13999938964844,65.44999694824219,16169300.0,60.567657470703125
2020-01-10,65.97000122070312,65.04000091552734,65.44999694824219,65.2300033569336,11698000.0,60.36406326293945
2020-01-13,66.98999786376953,65.37000274658203,65.43000030517578,66.1500015258789,19243300.0,61.21543502807617
2020-01-14,66.52999877929688,65.56999969482422,65.80999755859375,66.44000244140625,30560500.0,61.48380661010742
2020-01-15,67.08999633789062,66.43000030517578,66.43000030517578,66.58000183105469,10937400.0,61.61334991455078
2020-01-16,66.97000122070312,66.51000213623047,66.62999725341797,66.77999877929688,8435800.0,61.798439025878906
2020-01-17,67.20999908447266,66.69999694824219,66.75,66.72000122070312,14375000.0,61.74291229248047
2020-01-21,67.62000274658203,66.52999877929688,66.69999694824219,67.43000030517578,12519400.0,62.39994430541992
2020-01-22,68.33999633789062,67.22000122070312,67.91000366210938,67.43000030517578,15186700.0,62.39994430541992
2020-01-23,67.25,66.02999877929688,67.12999725341797,66.87000274658203,13183300.0,61.8817253112793
2020-01-24,66.73999786376953,63.61000061035156,66.38999938964844,64.16000366210938,22453000.0,59.37388610839844
2020-01-27,64.62999725341797,63.09000015258789,63.2599983215332,63.70000076293945,20951100.0,58.94818878173828
2020-01-28,65.36000061035156,63.900001525878906,64.12999725341797,64.80999755859375,12761900.0,59.97538375854492
2020-01-29,65.08999633789062,64.12999725341797,65.0199966430664,64.13999938964844,10763200.0,59.355369567871094
2020-01-30,64.30999755859375,63.38999938964844,63.79999923706055,63.810001373291016,10783700.0,59.049983978271484
2020-01-31,63.689998626708984,62.5099983215332,63.630001068115234,62.95000076293945,12898000.0,58.2541389465332
2020-02-03,64.23999786376953,63.04999923706055,63.099998474121094,63.58000183105469,15986500.0,58.8371467590332
2020-02-04,64.94000244140625,64.05000305175781,64.06999969482422,64.29000091552734,11740200.0,59.494178771972656
2020-02-05,65.8499984741211,64.8499984741211,64.91999816894531,65.58999633789062,14991600.0,60.69719696044922
2020-02-06,67.80000305175781,66.38999938964844,67.0,67.0999984741211,16488500.0,62.09457015991211
2020-02-07,67.01000213623047,65.83999633789062,66.68000030517578,66.25,13093400.0,61.30797576904297
2020-02-10,67.12000274658203,65.80000305175781,65.87999725341797,66.91000366210938,13218500.0,61.91874313354492
2020-02-11,67.55000305175781,66.97000122070312,67.3499984741211,66.98999786376953,7261400.0,61.99277877807617
2020-02-12,67.5,66.56999969482422,67.08999633789062,67.0,11213700.0,62.00202560424805
2020-02-13,66.94999694824219,66.04000091552734,66.72000122070312,66.08000183105469,9149500.0,61.15065002441406
2020-02-14,66.83000183105469,65.9800033569336,66.25,66.37999725341797,7530700.0,61.42827606201172
2020-02-18,66.97000122070312,65.44000244140625,66.51000213623047,66.06999969482422,13831900.0,61.141395568847656
2020-02-19,66.05000305175781,65.36000061035156,66.0,65.70999908447266,9905400.0,60.808250427246094
2020-02-20,65.9800033569336,64.88999938964844,65.62999725341797,65.16999816894531,11360500.0,60.30854415893555
2020-02-21,65.87000274658203,64.80000305175781,64.87000274658203,65.62999725341797,10134800.0,60.734230041503906
2020-02-24,65.05999755859375,63.689998626708984,64.08000183105469,63.970001220703125,12105000.0,59.19805145263672
2020-02-25,63.90999984741211,61.599998474121094,63.88999938964844,62.13999938964844,15706000.0,57.50456237792969
2020-02-26,63.38999938964844,61.61000061035156,61.75,62.040000915527344,11264600.0,57.412025451660156
2020-02-27,61.58000183105469,59.560001373291016,61.0,59.58000183105469,20624800.0,55.135536193847656
2020-02-28,59.209999084472656,56.369998931884766,57.7599983215332,59.060001373291016,28292500.0,54.65432357788086
2020-03-02,60.779998779296875,58.68000030517578,59.56999969482422,60.34000015258789,19500300.0,55.83884048461914
2020-03-03,61.849998474121094,58.34000015258789,60.86000061035156,59.20000076293945,18250100.0,54.78388214111328
2020-03-04,61.68000030517578,59.689998626708984,60.20000076293945,61.47999954223633,18228300.0,56.893798828125
2020-03-05,61.2400016784668,59.84000015258789,60.70000076293945,60.5,15119400.0,55.986900329589844
2020-03-06,60.41999816894531,58.7599983215332,58.880001068115234,60.310001373291016,14833900.0,55.81108093261719
2020-03-09,59.13999938964844,56.0,56.0099983215332,57.65999984741211,22385900.0,53.35875701904297
2020-03-10,58.95000076293945,55.90999984741211,58.81999969482422,57.93000030517578,24831000.0,53.608619689941406
2020-03-11,57.959999084472656,55.810001373291016,56.779998779296875,56.5099983215332,19768800.0,52.29454803466797
2020-03-12,54.900001525878906,50.619998931884766,52.33000183105469,52.75,22963000.0,48.815032958984375
2020-03-13,55.5,51.779998779296875,54.88999938964844,54.9900016784668,23503600.0,50.887935638427734
2020-03-16,53.7599983215332,48.0099983215332,50.130001068115234,51.11000061035156,20582800.0,47.29737091064453
2020-03-17,54.099998474121094,51.20000076293945,51.83000183105469,54.09000015258789,17519600.0,50.05506896972656
2020-03-18,52.38999938964844,48.02000045776367,51.630001068115234,50.2400016784668,27384200.0,46.49226379394531
2020-03-19,50.720001220703125,48.130001068115234,50.11000061035156,48.790000915527344,20058300.0,45.15043258666992
2020-03-20,50.63999938964844,47.25,49.04999923706055,48.400001525878906,20370800.0,44.78951644897461
2020-03-23,48.400001525878906,45.7599983215332,47.189998626708984,46.400001525878906,21237000.0,42.938716888427734
