Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,94.90049743652344,93.2074966430664,93.75,94.90049743652344,80580000.0,94.90049743652344
2020-01-03,94.30999755859375,93.2249984741211,93.2249984741211,93.74849700927734,75288000.0,93.74849700927734
2020-01-06,95.18450164794922,93.0,93.0,95.14399719238281,81236000.0,95.14399719238281
2020-01-07,95.69450378417969,94.60199737548828,95.2249984741211,95.34300231933594,80898000.0,95.34300231933594
2020-01-08,95.55000305175781,94.3219985961914,94.9020004272461,94.59850311279297,70160000.0,94.59850311279297
2020-01-09,95.89099884033203,94.79000091552734,95.49449920654297,95.05249786376953,63346000.0,95.05249786376953
2020-01-10,95.34700012207031,94.0,95.26850128173828,94.15799713134766,57074000.0,94.15799713134766
2020-01-13,94.9000015258789,94.04000091552734,94.56549835205078,94.56500244140625,55616000.0,94.56500244140625
2020-01-14,94.35549926757812,92.92749786376953,94.29399871826172,93.47200012207031,68818000.0,93.47200012207031
2020-01-15,93.94300079345703,92.75450134277344,93.61250305175781,93.10099792480469,57932000.0,93.10099792480469
2020-01-16,94.27950286865234,93.3010025024414,94.14949798583984,93.89700317382812,53190000.0,93.89700317382812
2020-01-17,94.33200073242188,92.86250305175781,94.29450225830078,93.23600006103516,79946000.0,93.23600006103516
2020-01-21,94.7135009765625,93.0,93.25,94.5999984741211,74156000.0,94.5999984741211
2020-01-22,95.125,94.16699981689453,94.80449676513672,94.37300109863281,64326000.0,94.37300109863281
2020-01-23,94.4990005493164,93.63800048828125,94.25550079345703,94.22899627685547,49692000.0,94.22899627685547
2020-01-24,94.74949645996094,92.37200164794922,94.56849670410156,93.08200073242188,75324000.0,93.08200073242188
2020-01-27,92.05000305175781,90.76699829101562,91.0,91.41699981689453,70570000.0,91.41699981689453
2020-01-28,92.90550231933594,91.5009994506836,92.0250015258789,92.6624984741211,56160000.0,92.6624984741211
2020-01-29,93.73750305175781,92.7509994506836,93.19999694824219,92.9000015258789,41760000.0,92.9000015258789
2020-01-30,93.64350128173828,92.53050231933594,92.9000015258789,93.53399658203125,126548000.0,93.53399658203125
2020-01-31,102.78600311279297,100.1135025024414,102.57350158691406,100.43599700927734,311346000.0,100.43599700927734
2020-02-03,102.42500305175781,100.01249694824219,100.52999877929688,100.20999908447266,117834000.0,100.20999908447266
2020-02-04,102.98999786376953,100.76850128173828,101.49400329589844,102.4834976196289,105786000.0,102.4834976196289
2020-02-05,103.5510025024414,101.5999984741211,103.5510025024414,101.99349975585938,87524000.0,101.99349975585938
2020-02-06,102.81500244140625,101.23999786376953,102.0510025024414,102.5114974975586,63660000.0,102.5114974975586
2020-02-07,104.92649841308594,101.90499877929688,102.09950256347656,103.96399688720703,101906000.0,103.96399688720703
2020-02-10,106.77999877929688,104.24800109863281,104.25050354003906,106.69550323486328,101124000.0,106.69550323486328
2020-02-11,109.29750061035156,106.80000305175781,107.54499816894531,107.54000091552734,114920000.0,107.54000091552734
2020-02-12,109.01249694824219,107.7645034790039,108.16000366210938,108.0,66686000.0,108.0
2020-02-13,108.51399993896484,107.0999984741211,107.24949645996094,107.49349975585938,60636000.0,107.49349975585938
2020-02-14,107.9520034790039,106.29450225830078,107.78399658203125,106.74349975585938,52124000.0,106.74349975585938
2020-02-18,108.30349731445312,106.20549774169922,106.2509994506836,107.78350067138672,58912000.0,107.78350067138672
2020-02-19,109.25499725341797,108.05599975585938,108.38999938964844,108.51100158691406,51224000.0,108.51100158691406
2020-02-20,108.8395004272461,106.37249755859375,108.65350341796875,107.65499877929688,62626000.0,107.65499877929688
2020-02-21,107.22750091552734,104.4000015258789,107.10749816894531,104.79850006103516,92926000.0,104.79850006103516
2020-02-24,101.96499633789062,99.39849853515625,100.15899658203125,100.4645004272461,130940000.0,100.4645004272461
2020-02-25,101.7300033569336,97.9209976196289,101.32099914550781,98.63700103759766,124382000.0,98.63700103759766
2020-02-26,100.7334976196289,98.02249908447266,98.51399993896484,98.97949981689453,104492000.0,98.97949981689453
2020-02-27,98.75,94.13800048828125,96.71900177001953,94.21499633789062,162880000.0,94.21499633789062
2020-02-28,94.48799896240234,90.55650329589844,90.73149871826172,94.1875,189620000.0,94.1875
2020-03-02,97.72550201416016,93.5,95.32450103759766,97.69750213623047,135234000.0,97.69750213623047
2020-03-03,99.81649780273438,94.40450286865234,98.76850128173828,95.44950103759766,150690000.0,95.44950103759766
2020-03-04,98.9000015258789,96.0999984741211,97.32849884033203,98.79149627685547,95458000.0,98.79149627685547
2020-03-05,98.03600311279297,95.5,96.6500015258789,96.20149993896484,94964000.0,96.20149993896484
